Audi,A4,B9 (2015Чн. в.),35 TFSI 1.4 S tronic (150 л.с.),2017,89000 км,не битый,4,седан,бензин,робот,зелЄный,передний,левый,,1490000
Audi,Q5,I рестайлинг (2012Ч2017),2.0 TDI quattro S tronic (170 л.с.),2012,104000 км,не битый,5,внедорожник,дизель,робот,чЄрный,полный,левый,Base,950000
Audi,A8,D4 рестайлинг (2013Ч2017),3.0 TFSI quattro Tiptronic (310 л.с.),2014,41000 км,битый,4,седан,бензин,автомат,чЄрный,полный,левый,Base,960000
Audi,Q5,I (2008Ч2012),2.0 TFSI quattro S tronic (211 л.с.),2010,113043 км,не битый,5,внедорожник,бензин,робот,серый,полный,левый,Base,897000
Audi,Q7,4M (2015Чн. в.),3.0 TDI quattro AT (249 л.с.),2017,149116 км,не битый,5,внедорожник,дизель,автомат,синий,полный,левый,Business,3700000
,,,,,,,,,,,,,,,1295000
Audi,A8,D2 (1994Ч1999),2.8 MT (174 л.с.),1996,460000 км,не битый,4,седан,бензин,механика,синий,передний,левый,Base,200000
Audi,A6,C4 (1994Ч1997),2.6 MT (150 л.с.),1995,325757 км,не битый,4,седан,бензин,механика,чЄрный,передний,левый,Base,129000
Audi,A6,C7 (2011Ч2014),2.0 TFSI Multitronic (180 л.с.),2013,96341 км,не битый,4,седан,бензин,вариатор,чЄрный,передний,левый,Base,1090000
Audi,A6,C6 (2004Ч2008),2.4 Multitronic (177 л.с.),2006,180000 км,не битый,4,седан,бензин,вариатор,чЄрный,передний,левый,Base,480000
Audi,A7,I рестайлинг (2014Ч2018),3.0 TDI quattro S tronic (245 л.с.),2015,58669 км,не битый,5,хетчбэк,дизель,робот,белый,полный,левый,Ѕазова€,2690000
Audi,80,B4 (1991Ч1996),2.0 MT (90 л.с.),1994,200000 км,не битый,4,седан,бензин,механика,чЄрный,передний,левый,Base,120000
Audi,A6,C4 (1994Ч1997),2.6 AT (150 л.с.),1997,330000 км,не битый,5,универсал,бензин,автомат,чЄрный,передний,левый,Base,60000
Audi,A4,B8 (2007Ч2011),3.0 TDI quattro Tiptronic (239 л.с.),2008,220000 км,не битый,4,седан,дизель,автомат,коричневый,полный,левый,—тандарт,790000
Audi,Q3,I (2011Ч2014),2.0 TFSI quattro S tronic (170 л.с.),2012,129000 км,не битый,5,внедорожник,бензин,робот,оранжевый,полный,левый,Base,1100000
Audi,Q7,4M (2015Чн. в.),3.0 TDI quattro AT (249 л.с.),2016,166812 км,не битый,5,внедорожник,дизель,автомат,белый,полный,левый,Advance,2550000
Audi,A3,8P рестайлинг 2 (2008Ч2013),1.4 TFSI S tronic (125 л.с.),2011,183000 км,не битый,5,хетчбэк,бензин,робот,белый,передний,левый,Ambiente,470000
Audi,Q3,I (2011Ч2014),2.0 TFSI quattro S tronic (170 л.с.),2012,115000 км,не битый,5,внедорожник,бензин,робот,чЄрный,полный,левый,Base,1050000
Audi,A7,I (2010Ч2014),2.8 FSI quattro S tronic (204 л.с.),2010,140000 км,не битый,5,хетчбэк,бензин,робот,белый,полный,левый,Base,1150000
Audi,A4,B6 (2000Ч2006),1.9 TDI MT (130 л.с.),2004,300000 км,не битый,5,универсал,дизель,механика,чЄрный,передний,левый,Base,310000
Audi,A6,C5 (1997Ч2001),1.8 MT (150 л.с.),2000,269312 км,не битый,4,седан,бензин,механика,бежевый,передний,левый,Base,245000
Audi,A6,C5 (1997Ч2001),1.8 MT (125 л.с.),1998,509000 км,не битый,4,седан,бензин,механика,голубой,передний,левый,Base,215000
Audi,A6,C7 рестайлинг (2014Ч2018),1.8 TFSI S tronic (190 л.с.),2018,15000 км,не битый,4,седан,бензин,робот,чЄрный,передний,левый,,2100000
Audi,A6,C4 (1994Ч1997),2.0 AT (115 л.с.),1995,500000 км,не битый,4,седан,бензин,автомат,синий,передний,левый,Base,120000
Audi,A6,C4 (1994Ч1997),2.0 MT (115 л.с.),1995,180000 км,битый,4,седан,бензин,механика,белый,передний,левый,Base,29000
Audi,A4,B5 (1994Ч1999),1.8 MT (125 л.с.),1995,100000 км,не битый,4,седан,бензин,механика,серебр€ный,передний,левый,Base,170000
Audi,A6,C6 (2004Ч2008),2.8 FSI quattro Tiptronic (210 л.с.),2008,215000 км,битый,4,седан,бензин,автомат,чЄрный,полный,левый,Base,85432
Audi,A8,D3 рестайлинг 2 (2007Ч2010),3.1 FSI Multitronic (260 л.с.),2007,174000 км,битый,4,седан,бензин,вариатор,чЄрный,передний,левый,Base,80123
Audi,Q3,I рестайлинг (2014Ч2018),2.0 TFSI quattro S tronic (180 л.с.),2016,49000 км,не битый,5,внедорожник,бензин,робот,красный,полный,левый,Design,1539000
Audi,A6,C6 (2004Ч2008),2.4 Multitronic (177 л.с.),2004,300000 км,не битый,4,седан,бензин,вариатор,чЄрный,передний,левый,Base,460000
Audi,A4,B8 (2007Ч2011),1.8 TFSI MT (120 л.с.),2008,186000 км,не битый,4,седан,бензин,механика,чЄрный,передний,левый,—тандарт,545000
Audi,Q7,4L (2005Ч2009),4.1 TDI quattro Tiptronic (326 л.с.),2008,158000 км,не битый,5,внедорожник,дизель,автомат,чЄрный,полный,левый,Base,875000
Audi,A3,8P рестайлинг 2 (2008Ч2013),1.4 TFSI MT (125 л.с.),2011,111000 км,не битый,5,хетчбэк,бензин,механика,чЄрный,передний,левый,,447000
Audi,A6,C7 (2011Ч2014),2.0 TFSI Multitronic (180 л.с.),2012,225000 км,не битый,4,седан,бензин,вариатор,чЄрный,передний,левый,Base,700000
Audi,100,C3 рестайлинг (1988Ч1991),2.3 MT (133 л.с.),1991,20000 км,не битый,4,седан,бензин,механика,зелЄный,передний,левый,Base,50000
Audi,A4,B5 (1994Ч1999),1.6 MT (101 л.с.),1995,391293 км,не битый,4,седан,бензин,механика,синий,передний,левый,Base,70000
Audi,80,B3 (1986Ч1991),1.8 MT (90 л.с.),1987,570000 км,не битый,4,седан,бензин,механика,красный,передний,левый,Base,77000
Audi,A6,C5 рестайлинг (2001Ч2004),2.7 quattro Tiptronic (250 л.с.),2001,490000 км,не битый,4,седан,бензин,автомат,чЄрный,полный,левый,Base,199000
Audi,A6,C6 рестайлинг (2008Ч2011),2.8 FSI quattro Tiptronic (220 л.с.),2009,157000 км,не битый,4,седан,бензин,автомат,чЄрный,полный,левый,Base,750000
Audi,100,C3 рестайлинг (1988Ч1991),1.8 MT (90 л.с.),1988,350000 км,не битый,4,седан,бензин,механика,серый,передний,левый,Base,40000
Audi,100,C3 (1982Ч1988),2.0 MT (115 л.с.),1986,350000 км,не битый,5,универсал,бензин,механика,чЄрный,передний,левый,Base,65000
Audi,100,C4 (1990Ч1994),2.3 AT (133 л.с.),1991,400000 км,не битый,4,седан,бензин,автомат,чЄрный,передний,левый,Base,140000
Audi,80,B4 (1991Ч1996),2.0 MT (115 л.с.),1992,250000 км,битый,4,седан,бензин,механика,зелЄный,передний,левый,Base,30000
Audi,Q3,I (2011Ч2014),2.0 TFSI quattro S tronic (170 л.с.),2012,105000 км,не битый,5,внедорожник,бензин,робот,белый,полный,левый,Base,850000
Audi,100,C3 (1982Ч1988),1.8 MT (90 л.с.),1986,320110 км,не битый,4,седан,бензин,механика,белый,передний,левый,Base,26000
Audi,A4,B7 (2004Ч2009),2.0 TFSI quattro Tiptronic (200 л.с.),2007,151700 км,не битый,4,седан,бензин,автомат,чЄрный,полный,левый,Base,420000
Audi,Q5,I рестайлинг (2012Ч2017),2.0 TFSI quattro AT (225 л.с.),2015,220000 км,не битый,5,внедорожник,бензин,автомат,чЄрный,полный,левый,Base,1333000
Audi,A4 Allroad Quattro,B8 (2009Ч2011),2.0 TFSI quattro S tronic (211 л.с.),2010,145000 км,не битый,5,универсал,бензин,робот,чЄрный,полный,левый,Base,490000
Audi,TT,8J (2006Ч2010),2.0 TFSI S tronic (200 л.с.),2006,104000 км,не битый,2,купе,бензин,робот,чЄрный,передний,левый,Base,620000
Audi,A6,C5 (1997Ч2001),2.5 TDI MT (150 л.с.),2000,387000 км,не битый,5,универсал,дизель,механика,зелЄный,передний,левый,Base,260000
Audi,A6,C6 (2004Ч2008),2.4 Multitronic (177 л.с.),2006,200000 км,не битый,4,седан,бензин,вариатор,чЄрный,передний,левый,Base,460000
Audi,80,B3 (1986Ч1991),1.8 MT (75 л.с.),1989,200000 км,не битый,4,седан,бензин,механика,синий,передний,левый,Base,85000
Audi,A8,D5 (2017Чн. в.),45 TDI 3.0 quattro Tiptronic (249 л.с.),2019,,,4,седан,дизель,автомат,серый,полный,левый,L Business,7600000
Audi,Q5,I (2008Ч2012),2.0 TFSI quattro Tiptronic (211 л.с.),2010,98000 км,не битый,5,внедорожник,бензин,автомат,чЄрный,полный,левый,Base,870000
Audi,80,B3 (1986Ч1991),1.8 MT (90 л.с.),1991,33000 км,не битый,4,седан,бензин,механика,серый,передний,левый,Base,80000
Audi,A4,B8 (2007Ч2011),1.8 TFSI Multitronic (160 л.с.),2010,74321 км,не битый,4,седан,бензин,вариатор,белый,передний,левый,—тандарт,689000
Audi,100,C4 (1990Ч1994),2.8 AT (174 л.с.),1991,33000 км,битый,4,седан,бензин,автомат,синий,передний,левый,Base,37000
Audi,80,B2 (1978Ч1986),1.8 MT (90 л.с.),1984,259900 км,не битый,4,седан,бензин,механика,синий,передний,левый,Base,40000
Audi,A6,C7 рестайлинг (2014Ч2018),1.8 TFSI S tronic (190 л.с.),2018,67000 км,битый,4,седан,бензин,робот,чЄрный,передний,левый,Business,1360000
Audi,80,B3 (1986Ч1991),1.8 MT (75 л.с.),1988,255083 км,не битый,4,седан,бензин,механика,зелЄный,передний,левый,Base,45000
Audi,80,B3 (1986Ч1991),1.6 MT (70 л.с.),1987,290000 км,не битый,4,седан,бензин,механика,красный,передний,левый,Base,36000
Audi,A8,D4 рестайлинг (2013Ч2017),3.0 TFSI quattro Tiptronic (310 л.с.),2016,56500 км,не битый,4,седан,бензин,автомат,чЄрный,полный,левый,Base,2700000
Audi,Q5,I рестайлинг (2012Ч2017),2.0 TFSI quattro AT (225 л.с.),2014,49300 км,не битый,5,внедорожник,бензин,автомат,красный,полный,левый,Base,1429000
Audi,A7,I (2010Ч2014),2.8 FSI quattro S tronic (204 л.с.),2011,105000 км,не битый,5,хетчбэк,бензин,робот,чЄрный,полный,левый,Base,1090000
Audi,A6,C5 (1997Ч2001),2.4 quattro Tiptronic (165 л.с.),1999,393000 км,не битый,4,седан,бензин,автомат,серебр€ный,полный,левый,Base,220000
Audi,A6,C6 (2004Ч2008),2.0 TFSI Multitronic (170 л.с.),2007,187190 км,не битый,4,седан,бензин,вариатор,синий,передний,левый,Base,603000
Audi,A6,C7 (2011Ч2014),2.8 FSI quattro S tronic (204 л.с.),2013,129000 км,не битый,4,седан,бензин,робот,белый,полный,левый,Base,1200000
Audi,A6,C7 (2011Ч2014),2.0 TFSI Multitronic (180 л.с.),2014,78000 км,не битый,4,седан,бензин,вариатор,чЄрный,передний,левый,Base,1200000
Audi,A3,8V (2012Ч2016),1.4 TFSI S tronic (122 л.с.),2013,82000 км,не битый,5,хетчбэк,бензин,робот,чЄрный,передний,левый,Attraction,770000
Audi,A6,C7 рестайлинг (2014Ч2018),2.0 TFSI quattro S tronic (249 л.с.),2018,12800 км,не битый,4,седан,бензин,робот,коричневый,полный,левый,Sport,1985000
Audi,A3,8V рестайлинг (2016Чн. в.),35 TFSI 1.4 S tronic (150 л.с.),2019,,,4,седан,бензин,робот,синий,передний,левый,Standart,1859000
Audi,80,B4 (1991Ч1996),2.0 MT (115 л.с.),1994,250000 км,не битый,4,седан,бензин,механика,синий,передний,левый,Base,110000
Audi,80,B3 (1986Ч1991),1.8 MT (88 л.с.),1987,260000 км,не битый,4,седан,бензин,механика,красный,передний,левый,Base,55000
Audi,A6,C6 (2004Ч2008),2.8 FSI Multitronic (210 л.с.),2008,156000 км,не битый,4,седан,бензин,вариатор,чЄрный,передний,левый,Base,510000
Audi,A7,I рестайлинг (2014Ч2018),3.0 TDI quattro S tronic (245 л.с.),2014,68000 км,не битый,5,хетчбэк,дизель,робот,красный,полный,левый,Ѕазова€,2580000
Audi,A4,B8 (2007Ч2011),2.0 TDI Multitronic (143 л.с.),2008,161000 км,не битый,4,седан,дизель,вариатор,серый,передний,левый,—тандарт,750000
Audi,90,B3 (1987Ч1991),2.3 quattro MT (136 л.с.),1987,320000 км,не битый,4,седан,бензин,механика,чЄрный,полный,левый,Base,75000
Audi,Q7,4L рестайлинг (2009Ч2015),3.0 TDI quattro Tiptronic (239 л.с.),2011,160000 км,не битый,5,внедорожник,дизель,автомат,серый,полный,левый,Base,1199750
Audi,80,B3 (1986Ч1991),1.8 MT (90 л.с.),1990,252000 км,не битый,4,седан,бензин,механика,чЄрный,передний,левый,Base,100000
Audi,Q5,II (2016Чн. в.),45 TFSI 2.0 quattro S tronic (249 л.с.),2019,,,5,внедорожник,бензин,робот,зелЄный,полный,левый,Advance,3404000
Audi,A6,C5 (1997Ч2001),2.4 Tiptronic (165 л.с.),2000,651000 км,не битый,4,седан,бензин,автомат,синий,передний,левый,Base,295000
Audi,A7,I рестайлинг (2014Ч2018),3.0 TDI quattro Tiptronic (243 л.с.),2015,94430 км,не битый,5,хетчбэк,дизель,автомат,чЄрный,полный,левый,Ѕазова€,1699000
Audi,A4,B8 (2007Ч2011),1.8 TFSI MT (160 л.с.),2008,185000 км,не битый,4,седан,бензин,механика,чЄрный,передний,левый,—тандарт,480000
Audi,A8,D3 рестайлинг (2005Ч2007),3.7 quattro Tiptronic (280 л.с.),2007,140000 км,не битый,4,седан,бензин,автомат,серый,полный,левый,Base,675000
Audi,100,C4 (1990Ч1994),2.0 MT (101 л.с.),1991,300000 км,не битый,4,седан,бензин,механика,синий,передний,левый,Base,55000
Audi,A6,C7 (2011Ч2014),2.0 TFSI Multitronic (180 л.с.),2014,134000 км,не битый,4,седан,бензин,вариатор,белый,передний,левый,Base,850000
Audi,A4,B7 (2004Ч2009),2.0 Multitronic (130 л.с.),2006,270000 км,не битый,4,седан,бензин,вариатор,серебр€ный,передний,левый,Base,350000
